site,ccv2m,ccv5m,chm,dem,disttowater,NDVI_max,NDVI_median,ndviresi,pisr_1,pisr_10,pisr_11,pisr_12,pisr_2,pisr_3,pisr_4,pisr_5,pisr_6,pisr_7,pisr_8,pisr_9,Pseudo_albedo,scd,shrubs,slope,snoweffect,snowresi,swi_suct2,swi_suct256,swi_suct64,swi_suct8,swi,tpi1000,tpi15,tpi250,tpi30,tpi500,tpi90,TWI_d8,TWI_Dinf,TWI_FD8f,watereffect,windexp,windexp100,ccv2m5,ccv5m5,chm5,eos1,eos3,moist_cv_july,moist_cv_summer,moist_max_july,moist_max_summer,moist_mean_july,moist_mean_summer,moist_min_july,moist_min_summer,moist_sd_july,moist_sd_summer,sos1,sos3,T1_FDD_days,T1_FDD,T1_ft,T1_GDD3_days,T1_GDD3,T1_GDD5_days,T1_GDD5,T1_max,T1_mean_1,T1_mean_10,T1_mean_11,T1_mean_12,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean,T1_min,T1_TDD_days,T1_TDD,T3_FDD_days,T3_FDD,T3_frost,T3_ft,T3_GDD3_days,T3_GDD3,T3_GDD5_days,T3_GDD5,T3_max,T3_mean_1,T3_mean_10,T3_mean_11,T3_mean_12,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean,T3_min,T3_TDD_days,T3_TDD,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
MI1189,0,0,0,71098,49,641,542,13,0,687,44,0,282,1553,3856,6126,7431,6835,4795,2408,1379,154,0,368,129,-0,1350,786,786,1011,902,-1075,0,-150,9,-390,29,749,780,784,36,996,1013,0,0,0,281.51,276.19,0.11,0.17,32.07,41.91,27.13,27.94,24.29,22.22,2.33,3.95,154.72,159.44,209.72,-269.51,5.33,111.74,941.06,91.88,866.3,14.67,-1.74,0.88,-0.74,-1.32,-1.9,-1.62,-0.99,-0.26,5.45,10.42,9.9,4.68,1.87,-3.35,157.92,976.96,224.83,-796.62,-9.48,89.19,111.86,1074.06,95.12,1010.05,27.7,-4.67,-2.26,-5.1,-4.93,-4.14,-3.32,-1.55,0.26,9.28,11.79,10.02,3.78,0.87,-13.95,141.8,1120.01,-73,248,-15,-50,-42,-48,46,-15,33,-62,-12,19,32,32,6
MI1069,0,0,0,69814,25,648,480,10,0,639,43,0,270,1459,3706,5970,7297,6692,4633,2280,1399,161,0,652,212,8,1014,667,667,667,660,-1259,14,-307,-1,-490,-84,712,518,658,52,981,1001,0,0,0,281.43,276.29,0.19,0.23,36.72,46.68,26.61,27.63,21.29,20.32,3.9,6.1,158.87,162.85,221.58,-234.16,5.14,109.33,936,89.48,858.89,15.49,-1.38,0.78,-0.75,-1.33,-1.16,-1.26,-0.86,-0.36,5.16,10.68,9.94,4.59,2.06,-2.19,145.78,972.62,234.37,-653.24,-6.02,79.08,106.66,1037.65,90.53,975.96,27.35,-3.33,-2.13,-4.4,-4.36,-2.61,-2.3,-1.24,-0.17,7.95,11.79,10.15,3.91,1.16,-12.82,131.75,1075.51,62,151,-10,-230,52,85,15,-22,-47,54,7,-27,8,-31,13
MI949,0,0,3,69625,82,603,503,-36,0,771,44,0,301,1716,4099,6345,7605,7034,5043,2624,1430,148,0,479,99,-5,970,686,686,686,679,-364,16,663,51,607,266,525,612,682,0,1051,1053,0,0,3,281.7,277.17,0.12,0.2,24.64,35.13,20.57,21.51,16.83,15.02,2.17,4.02,149.64,153.69,216.77,-553.56,5.52,117.11,997.21,97.85,930.98,15.56,-3.56,0.71,-1.31,-2.49,-4.19,-3.46,-1.94,-0.2,6.77,10.71,10.02,4.79,1.36,-6.19,151.88,1035.05,217.89,-1124.6,-12.61,103.14,117.64,1140.07,99.82,1066.92,27.91,-7.02,-2.2,-5.64,-6.85,-6.38,-5.1,-2.44,0.58,9.82,11.94,10.34,4.03,0.09,-16.92,147.55,1180.29,178,156,-22,-63,-49,-64,43,-49,48,15,-27,-67,0,-0,36
MI829,0,0,2,67919,74,677,556,26,0,810,43,0,309,1799,4197,6404,7631,7090,5141,2723,1361,156,0,716,175,3,770,726,726,739,725,-982,13,232,72,311,125,685,751,724,0,1044,1038,0,0,2,282.13,277.75,0.11,0.18,27.53,36.37,23.22,23.85,18.65,16.98,2.32,3.87,153.34,158.24,214.25,-363.76,5.81,114.6,974.77,94.47,894.54,14.91,-2.33,1.14,-0.84,-1.72,-2.56,-2.36,-1.42,-0.21,6.38,10.47,9.97,5.04,1.7,-4.4,155.53,1013.74,223.9,-926.54,-9.54,102.3,115.38,1124.72,98.9,1064.08,28.85,-5.68,-2.02,-4.87,-5.44,-5.16,-4.25,-1.93,0.5,9.73,12.06,10.45,4.13,0.66,-14.34,141.74,1161.24,-6,216,30,-67,51,-56,47,26,-43,37,-10,-65,-27,-22,5
MI907,0,0,2,67269,81,669,560,13,0,802,43,0,306,1782,4194,6411,7648,7072,5119,2706,1393,153,0,643,112,0,906,772,772,763,715,-1867,-14,-356,-55,-696,-230,806,761,767,0,990,988,0,0,3,282.34,276.75,0.12,0.18,26.76,33.57,23.27,22.47,18.52,16.13,2.47,4.01,157.47,160.52,217.91,-237.38,4.63,112.72,972.15,94.82,899.15,15.81,-1.51,1.03,-0.68,-1.3,-1.39,-1.21,-0.85,-0.33,5.6,10.79,10.19,5.01,2.11,-2.73,148.59,1019.82,228.29,-700.77,-6.69,80.13,110.51,1108.34,95.33,1047.34,28.71,-3.98,-1.97,-4.38,-4.62,-3.25,-2.3,-1.21,-0.03,8.93,12.08,10.43,4.14,1.16,-13.51,136.2,1149.51,-205,222,122,125,-72,71,6,90,107,8,4,4,2,50,-13
MI1027,0,0,3,68844,41,629,474,-15,0,842,43,0,323,1862,4306,6497,7665,7134,5223,2794,1611,166,0,1129,312,13,1160,1078,1078,1116,1112,-1336,-51,-182,-106,-482,-78,575,834,1037,0,971,973,0,0,4,281.93,277.92,0.1,0.16,31.85,38.76,26.86,28.37,23.06,21.85,2.29,3.42,162.48,165.15,209.98,-178.38,3.78,107.85,990.14,91.69,920.93,16.07,-0.98,1.12,-0.45,-0.95,-0.84,-0.92,-0.63,-0.24,5.18,11.11,10.45,5.08,2.41,-1.61,153.47,1030.54,225.44,-545.25,-4.25,67.78,103.81,1037.68,89.16,968.98,27.42,-2.75,-1.67,-3.29,-3.45,-2.2,-1.76,-0.98,0.06,6.65,11.97,10.42,4.16,1.43,-11.66,136.05,1073.1,291,66,-69,-60,61,16,65,141,25,82,-43,-79,64,9,35
MI757,0,0,3,70236,189,721,582,86,0,1109,42,0,440,2376,4986,7000,7999,7540,5847,3430,1452,156,0,2246,112,2,844,784,784,800,840,-1124,138,-417,233,-949,310,236,341,780,0,1026,1053,0,0,1,282.36,278.97,0.13,0.21,27.13,38.85,21.87,24.03,17.31,15.61,2.57,5.44,150.71,155.81,203.13,-545.67,5.5,119.89,1027.12,99.43,954.68,15.12,-3.75,1.31,-1.25,-3.06,-4.12,-3.38,-1.66,-0.09,6.64,10.66,10.26,5.43,1.35,-5.94,165.2,1063.28,216.37,-1180.53,-10.41,137.12,122.73,1165.29,102.83,1093.48,29.35,-7.25,-1.85,-4.87,-6.83,-7.43,-5.81,-2.55,1.18,9.98,11.99,10.38,4.15,0.13,-16.46,149.64,1206.96,-375,127,-88,106,-12,80,82,22,7,34,6,-84,1,91,30
MI715,0,0,1,67682,141,644,505,-9,0,609,43,0,265,1400,3605,5885,7173,6578,4546,2207,1381,160,0,492,212,7,1156,791,791,807,731,-2050,-11,-823,-35,-1371,-225,446,719,789,0,966,966,0,0,1,281.79,276.3,0.11,0.16,28.79,36.17,24.74,26.11,20.96,19.65,2.24,3.51,159.04,163.2,217.81,-184.51,4.13,111.07,931.77,91.6,872.8,14.49,-1.09,1.06,-0.51,-1.12,-1,-1.06,-0.69,-0.26,4.82,10.3,9.82,4.7,2.2,-1.41,152.15,973.31,230.1,-614.36,-5.77,79.49,108.04,1059.57,92.18,997.53,27.68,-3.16,-2.1,-3.78,-4.03,-2.46,-2,-1.14,-0.09,8.15,11.96,10.16,4.02,1.32,-12.44,134.93,1097.04,-35,215,72,-26,-12,51,14,6,32,57,-54,53,3,64,6
MI835,0,0,0,70422,279,649,511,16,0,764,43,0,321,1711,4072,6282,7509,6934,4984,2593,1423,152,0,1126,112,-2,675,675,675,675,711,-664,1,50,6,36,29,360,626,672,0,1015,1014,0,0,0,281.83,276.8,0.1,0.17,25.98,31.96,21.16,22.28,17.29,16.11,2.22,3.6,154.85,160.89,213.66,-306.71,5.51,112.63,937.06,93.06,858.92,14.74,-1.79,0.96,-0.8,-1.4,-2.18,-1.86,-1.16,-0.31,5.66,10.27,9.85,4.81,1.92,-3.53,154.37,988.95,222.35,-763.84,-8.97,88.17,114.55,1119.64,97.18,1041.66,28.66,-4.42,-2.04,-4.23,-4.93,-4.14,-3.19,-1.56,0.45,9.52,11.94,10.22,3.97,0.98,-12.76,142.59,1157.52,61,174,126,7,-96,-56,58,111,23,52,32,-56,81,-40,45
MI955,0,0,1,72173,254,574,482,-47,0,739,44,0,311,1654,4009,6268,7533,6960,4952,2542,1423,155,0,353,192,1,964,882,882,911,853,4,4,515,10,793,101,519,792,876,0,1043,1028,0,0,0,281.34,276.39,0.1,0.18,28.11,37.74,23.58,24.57,19.66,18.39,2.22,3.88,154.27,158.44,218.2,-417.69,6.87,111.07,944.71,91.58,883.89,15.54,-2.51,0.54,-1.19,-1.94,-3.2,-2.5,-1.61,-0.38,5.8,10.5,9.83,4.55,1.59,-4.4,149.28,998.07,225.36,-926.12,-8.93,88.16,110.98,1070.76,93.56,988.13,27.19,-5.38,-2.32,-4.52,-5.42,-4.74,-4.12,-1.98,0.08,9.02,11.67,10,3.77,0.5,-14.05,140.72,1102.38,302,185,-68,-43,3,-38,70,-44,26,8,43,-42,24,-8,56
MI1075,0,0,0,72682,155,627,514,10,0,838,44,0,346,1850,4292,6508,7715,7169,5224,2789,1461,153,0,792,112,-1,704,704,704,704,739,-495,6,197,30,429,83,709,677,703,0,1028,1025,0,0,0,281.47,276.28,0.11,0.17,26.25,35.12,22.22,23.11,18.77,17.27,2.18,3.66,152.55,157.43,218.57,-363.36,6.02,113.11,973.65,93.87,894.74,15.4,-2.23,0.85,-0.89,-1.74,-2.9,-2.34,-1.43,-0.26,6.67,10.57,9.95,4.74,1.75,-4.42,146.75,1016.67,223.37,-870.6,-9.61,90.75,114.13,1094.96,96.38,1014.65,27.87,-5.19,-2.14,-4.48,-5.32,-4.67,-3.82,-1.85,0.39,9.25,11.69,10.02,3.77,0.69,-13.9,142.02,1132.08,57,183,1,-39,2,-13,-11,35,62,55,5,-21,-36,44,-0
MI1195,0,0,0,73412,111,640,493,28,0,739,44,0,312,1658,4014,6270,7529,6955,4951,2544,1475,158,0,449,212,3,1220,699,703,728,724,-773,13,230,-7,145,-49,365,579,666,0,1010,1004,0,0,0,281.33,276.49,0.09,0.15,30.4,37.6,26.04,27.31,21.99,21.38,2.18,3.44,157.06,160.8,218.02,-228.63,4.43,111.08,989.32,93.22,920.01,15.79,-1.34,0.93,-0.63,-1.17,-1.36,-1.37,-0.82,-0.19,5.65,10.88,10.23,4.56,2.2,-1.82,157.96,1027.75,229.83,-661.22,-7.11,84.58,107.55,1055.37,91.63,982.5,27.64,-3.81,-2.05,-4.15,-4.29,-3.14,-2.49,-1.26,-0.02,8.08,11.69,10.03,3.74,1.16,-12.65,135.27,1086.72,118,107,-38,-60,-19,-17,-2,-37,-21,21,-13,-76,23,2,6
MI1033,0,0,0,71350,113,553,444,-74,0,795,43,0,329,1760,4160,6390,7634,7071,5107,2683,1463,159,0,689,212,5,867,535,535,603,568,-798,9,-154,48,91,79,566,505,530,0,1020,1021,0,0,0,281.43,276.77,0.12,0.17,25.08,31.48,21.18,22.15,16.74,15.9,2.17,3.34,154.8,157.86,216.8,-424.71,6.83,111.7,982.52,93.64,901.58,16.1,-2.51,0.41,-1.26,-2.08,-2.62,-2.48,-1.62,-0.3,5.92,10.63,9.97,4.67,1.59,-4.27,152.42,1008.89,230.15,-939.3,-8.57,94.97,111.14,1066.01,94.46,1004.36,27.31,-5.49,-2.23,-4.98,-5.66,-4.84,-4,-2.15,0.15,8.91,11.71,10.18,3.89,0.47,-14.6,137.72,1111.38,437,122,85,-108,28,-29,-11,11,60,14,-44,-26,-15,-2,67
MI913,0,0,0,71000,240,625,506,-4,0,803,43,0,334,1784,4193,6413,7639,7080,5117,2699,1381,155,0,802,112,1,708,708,708,708,734,41,-17,652,-29,970,25,607,678,700,0,1041,1014,0,0,0,281.67,276.72,0.11,0.16,26.3,34.57,21.69,22.58,18.09,17,2.37,3.81,154.17,159.57,216.69,-311.2,5.33,112.91,957.04,93.27,877.77,14.96,-1.97,0.99,-0.74,-1.52,-2.16,-1.92,-1.13,-0.27,5.94,10.47,9.92,4.82,1.98,-2.69,151.02,995.97,222.62,-783.92,-8.33,84.42,111.97,1092.39,95.64,1032.82,28.11,-4.58,-2.08,-4.01,-4.86,-4.2,-3.33,-1.63,0.23,9.11,11.86,10.2,3.94,0.9,-12.87,141.41,1137.75,106,175,-70,-131,13,59,56,-2,-32,57,-21,-22,-33,-9,-4
MI793,0,0,2,68713,160,666,532,20,0,757,43,0,318,1696,4049,6256,7486,6923,4958,2574,1297,153,0,1158,112,0,787,787,787,787,835,-983,-3,-53,-5,47,-32,381,808,786,0,1021,1015,0,0,2,282.17,277.27,0.12,0.21,27.46,35.25,21.9,23.33,17.97,16.55,2.23,3.77,155.57,161.1,213.26,-258.39,5.78,112.94,935.36,92.81,850.4,14.85,-1.53,1.11,-0.66,-1.18,-1.84,-1.55,-0.98,-0.31,5.36,10.25,9.95,4.93,2.04,-3.09,153.9,987.8,224.14,-703.92,-9.52,87.21,113.57,1125.44,97.81,1061.48,29.08,-4.07,-1.98,-4.11,-4.61,-3.87,-2.86,-1.41,0.32,9.78,12.1,10.38,4.07,1.12,-12.59,141.99,1159.64,52,129,138,14,-58,-75,79,123,-29,51,44,-54,25,-42,27
MI673,0,0,2,66676,166,676,556,16,0,833,43,0,340,1848,4272,6454,7656,7110,5167,2765,1303,155,0,1149,208,2,868,552,552,552,539,-1902,-32,-375,-87,-768,-181,524,515,545,0,1001,994,0,0,2,282.24,277.71,0.11,0.17,27.04,32.13,22.31,23.52,17.79,17.03,2.3,3.64,156.76,161.33,214,-207.19,4.55,113.75,976.53,94.2,894.88,15.07,-1.31,1.11,-0.55,-1.13,-1.26,-1.26,-0.81,-0.15,5.79,10.6,10.12,5.09,2.22,-2.06,155.93,1007.24,228.46,-615.41,-6.96,82.26,110.32,1094.75,95.11,1033.69,28.82,-3.45,-1.84,-3.67,-3.98,-2.85,-2.17,-1.27,0.04,8.97,12.12,10.48,4.15,1.31,-12.1,138.22,1125.86,-120,199,-28,-124,42,44,95,-6,-26,-46,14,15,58,-0,41
MI637,0,0,5,67995,58,741,604,90,0,1077,42,0,421,2321,4875,6917,7936,7471,5762,3345,1372,154,0,2372,112,1,529,529,529,529,546,-1858,-71,-771,-126,-1613,-297,449,505,523,0,1000,1015,0,0,5,282.71,278.6,0.11,0.15,25.53,30.06,21.7,22.6,17.46,16.11,2.21,3.17,153.68,156.77,207.49,-221.8,5.18,118.74,1072.32,100.96,986.56,15.89,-1.46,1.23,-0.52,-1.16,-1.17,-1.37,-0.77,0.11,7.49,10.83,10.53,5.35,2.38,-2.66,159.28,1071.37,221.89,-604.62,-6.86,77.24,115.37,1173.15,100.12,1109.4,30.92,-3.48,-1.4,-2.89,-3.87,-2.93,-2.35,-1.21,0.56,9.87,12.16,10.53,4.26,1.48,-11.09,143.31,1200.2,-474,31,-17,-28,31,-43,62,126,27,-49,-72,-54,87,-52,-25
MI559,0,0,3,68851,164,701,547,56,0,1024,42,0,404,2217,4781,6843,7902,7422,5649,3221,1358,146,0,2009,104,-7,641,641,641,641,650,-880,-46,-668,-81,-1064,-308,448,621,635,0,1003,999,0,0,3,282.42,278.43,0.11,0.16,28.04,34.43,23.17,24.71,18.92,17.31,2.37,3.81,154.15,158.83,201.88,-196.53,7.33,115.86,1024.36,95.63,914.78,16.2,-1.41,1.24,-0.48,-1.05,-1.5,-1.35,-0.68,0.09,6.76,10.84,10.29,5.12,2.29,-2.39,159.45,1052.4,221.31,-628.86,-8.99,91.51,116.86,1143.98,100.01,1092.64,29.36,-3.73,-1.76,-3.57,-4.07,-3.47,-2.49,-1.18,0.76,9.86,12.02,10.42,4.19,1.35,-11.37,144.38,1169.51,-312,213,-242,69,-82,28,149,134,-94,34,-5,-23,82,-28,64
MI679,0,0,0,71222,170,642,528,15,0,862,43,0,352,1887,4341,6528,7717,7187,5280,2848,1389,157,0,1068,212,3,833,768,768,768,731,23,-27,137,-64,-433,-100,639,680,767,0,1009,999,0,0,0,281.44,276.36,0.08,0.14,29.27,35.81,25.51,26.73,22.34,21.91,1.99,3.09,160.05,164.06,224.11,-183.39,5.31,108.87,960.61,90.96,886.43,15.52,-1.11,0.87,-0.56,-1.03,-1.03,-1.07,-0.68,-0.29,4.94,10.74,10.2,4.87,2.16,-1.68,143.17,989.48,233.56,-578.74,-4.74,78.46,105.72,1043.45,91.41,985.43,27.9,-3.15,-2.1,-3.58,-3.89,-2.54,-1.96,-1.14,-0.09,7.82,11.85,10.21,3.93,1.29,-11.55,131.99,1074.89,-103,250,-27,-47,36,30,14,-6,43,-75,32,-8,24,40,31
MI799,0,0,0,71951,273,620,529,-2,0,856,43,0,352,1887,4346,6546,7740,7190,5267,2835,1369,159,0,909,212,5,1041,1052,1052,1052,998,-507,-10,-325,-40,-854,-152,1060,1061,1049,0,988,988,0,0,0,281.43,276.67,0.08,0.16,29.52,40.19,26.77,26.82,22.85,22.45,2.12,4.09,160.78,163.02,225.2,-224.88,4.47,109.01,997.28,92.82,932.22,16.72,-1.34,0.98,-0.67,-1.14,-1.32,-1.19,-0.8,-0.28,6.1,11.27,10.49,4.93,2.3,-1.82,141.52,1052.72,235.07,-587.38,-4.68,72.27,104.97,1030.45,90.32,971.86,27.38,-3.16,-2,-3.45,-3.86,-2.57,-2.13,-1.11,-0.08,7.76,11.73,10.11,3.9,1.3,-11.78,129.85,1061.98,65,252,-105,20,-34,-34,106,-24,31,60,52,-18,36,46,-35
MI919,0,0,0,73310,408,639,531,26,0,740,43,0,312,1660,4014,6244,7516,6946,4947,2543,1384,154,0,556,112,-1,1036,903,903,964,887,-333,17,110,19,-227,110,412,738,910,0,1017,1029,0,0,0,281.52,276.28,0.11,0.2,28.52,37.85,23.74,24.9,18.88,17.79,2.28,3.86,154.1,158.94,215.06,-386.26,5.92,111.45,928.92,91.81,839.39,14.81,-2.25,0.84,-1,-1.69,-3.19,-2.38,-1.47,-0.31,5.87,10.09,9.58,4.61,1.58,-4.69,162.5,980.42,222.96,-900.78,-10.03,89.26,112.53,1070.36,94.75,994.9,28.02,-5.24,-2.12,-4.68,-5.29,-4.99,-4.21,-1.98,0.27,9.26,11.71,9.99,3.73,0.52,-13.85,142.67,1107.04,20,266,93,-0,-29,-17,81,16,-22,22,16,-63,13,13,60
MI1039,0,0,0,73914,262,594,484,-14,0,760,44,0,319,1698,4072,6305,7571,7003,5010,2595,1370,159,0,502,212,4,885,776,776,776,757,-770,-14,-4,-25,-117,-42,648,770,772,0,1003,997,0,0,0,281.23,275.94,0.1,0.18,27.12,34.97,24.43,24.9,20.42,19.48,2.02,3.65,158.28,162.18,225.18,-294.9,4.87,108.51,943.59,90.72,869.5,15.53,-1.7,0.61,-0.91,-1.44,-1.68,-1.72,-1.06,-0.33,5.42,10.51,9.86,4.45,1.85,-2.23,157.93,975.57,233.24,-739.17,-6.13,80.03,105.59,1031.1,90.04,968.48,27.14,-4.1,-2.33,-4.04,-4.67,-3.43,-2.77,-1.52,-0.16,7.77,11.57,9.87,3.65,0.91,-13.1,134.35,1065.24,370,158,70,-53,28,29,7,-13,65,-42,5,-12,21,6,13
MI1159,0,0,0,74386,112,525,446,-80,0,755,44,0,316,1683,4051,6298,7571,7001,5000,2583,1415,160,0,410,212,5,1330,973,969,970,940,-1191,-17,23,-34,-147,-45,1087,954,972,24,998,985,0,0,0,280.87,275.7,0.09,0.15,32.07,41.47,29.42,27.3,23.89,23.2,2.28,4.46,158.3,161.81,222.56,-291.29,6.93,107.93,960.45,90.79,888.31,16.16,-1.63,0.43,-0.9,-1.4,-1.83,-1.53,-1.11,-0.42,5.31,10.9,10.07,4.26,1.99,-3.34,149.85,999.63,233.89,-710.15,-6.24,78.19,104.45,1009.9,88.38,945.86,26.35,-3.67,-2.2,-3.39,-4.55,-2.98,-2.49,-1.45,-0.32,7.73,11.52,9.8,3.56,0.96,-13.28,132.51,1046.88,474,175,42,64,-22,51,32,-44,59,45,41,9,-0,68,9
MI1117,0,0,2,73813,176,562,477,-47,0,697,44,0,296,1572,3888,6163,7450,6868,4835,2438,1404,154,0,167,112,-1,1292,845,877,923,838,-577,6,306,19,382,68,681,789,830,0,1032,1024,0,0,1,281.12,275.78,0.08,0.17,27.49,39.08,24.61,24.39,20.77,19.76,2.04,4.04,153.52,157.19,224.34,-419.65,7.44,111.24,949.8,91.28,877.13,16.06,-2.4,0.26,-1.29,-2.05,-2.88,-2.4,-1.62,-0.47,6.44,10.7,9.83,4.2,1.58,-4.47,148.76,983.65,225.5,-910.62,-9.71,85.52,110.98,1052.87,93.28,978.49,26.8,-5.17,-2.47,-4.64,-5.38,-4.65,-3.76,-1.92,0.02,8.94,11.5,9.78,3.56,0.52,-14.84,140.83,1089.09,365,174,42,-107,18,-21,-0,-27,88,22,52,7,3,-1,-35
MI997,0,0,0,72866,292,551,432,-65,0,747,43,0,315,1674,4036,6289,7542,6971,4973,2563,1423,157,0,484,212,3,1100,752,802,973,937,-539,-10,12,-31,163,-100,698,723,730,0,1000,989,0,0,0,281.4,276.66,0.1,0.16,28.29,36.87,24.77,24.81,20.68,19.59,2.17,3.96,157.99,161.33,217.16,-303.2,5.91,109.43,973.37,91.91,911.75,16.22,-1.75,0.52,-0.97,-1.42,-1.96,-1.64,-1.06,-0.37,5.63,10.85,10.07,4.51,2.06,-3.05,157.42,1011.21,230.38,-705.85,-6.32,81.45,106.34,1041.03,90.45,971.35,27.17,-3.72,-2.07,-3.58,-4.31,-3.18,-2.67,-1.46,-0.17,7.98,11.65,10.04,3.76,0.99,-12.77,135.62,1070.32,475,121,-6,-41,-4,8,43,16,-17,9,-6,-73,13,29,-19
MI877,0,0,0,72092,334,636,530,15,0,786,43,0,328,1753,4143,6366,7582,7023,5065,2656,1341,156,0,878,117,2,822,684,684,697,698,-232,-7,336,-20,160,43,634,650,671,0,1015,1009,0,0,0,281.61,276.43,0.11,0.18,26.26,33.85,21.61,23.05,18.23,16.53,2.32,3.6,156.03,161.07,218.27,-285.45,5.09,111.88,938.05,92.34,852.16,14.62,-1.61,0.92,-0.71,-1.3,-1.7,-1.75,-1.08,-0.28,5.78,10.16,9.67,4.73,1.98,-2.07,159.43,976.12,223.56,-739.96,-8.46,85.22,110.68,1088.71,94.3,1010.92,28.22,-4.38,-2.05,-3.98,-4.73,-3.75,-2.95,-1.51,0.16,8.98,11.8,10.1,3.86,1.02,-12.71,140.14,1118.32,59,169,50,-30,-19,-1,41,17,19,77,-51,-47,41,-20,3
MI229,0,0,1,60123,149,628,509,-79,0,910,44,0,342,2057,4576,6706,7832,7324,5480,3046,1389,162,23,1386,212,11,1132,681,743,862,919,-2052,-63,-157,-105,-514,-211,514,483,566,0,979,955,0,0,13,283.26,280.02,0.11,0.17,26.76,32.81,22.15,23.69,18.71,17.12,2.31,3.63,158.92,162.91,203.95,-200.17,3.35,114.23,1008.6,95.77,942.21,15.63,-1.14,1.37,-0.54,-0.99,-1.02,-1.14,-0.71,-0.09,5.68,11.08,10.41,5.46,2.38,-1.37,156.93,1056.24,229.86,-563.8,-6.85,77.07,110.59,1132.68,95.54,1066.38,28.82,-2.83,-1.59,-3.18,-3.61,-2.35,-1.79,-1.02,-0.01,8.41,12.39,10.71,4.5,1.58,-11.67,134.76,1148.38,198,68,-229,-135,-47,-102,103,15,-39,129,-6,-47,17,-64,44
MI349,0,0,0,61808,71,687,610,-8,0,672,44,0,279,1548,3843,6106,7398,6810,4778,2400,1289,140,0,397,58,-11,1154,1164,1164,1142,1080,-1894,7,263,46,-16,141,1035,1209,1164,1,1041,1035,0,0,0,283.41,277.79,0.12,0.18,31.38,41.24,26.31,26.87,22.02,20.68,2.47,4.99,150.73,156.38,199.41,-390.72,6.88,116.42,952.21,94.06,878.86,14.34,-2.4,1.37,-0.8,-1.79,-3.19,-2.4,-1.36,-0.04,5.54,10.29,9.9,5.01,1.59,-5.12,165.3,1002.42,212.39,-989.61,-12.62,121.14,124.65,1235.75,106.43,1173.26,28.77,-6.12,-1.96,-5.15,-6.03,-6.02,-4.61,-1.95,1.72,10.97,12.38,10.64,4.3,0.62,-15.8,150.92,1288.53,-248,283,166,42,-44,170,-76,2,74,10,-25,51,12,43,63
MI271,0,0,0,60916,179,707,585,5,0,713,44,0,291,1633,3968,6208,7482,6903,4898,2507,1350,156,0,578,112,5,884,761,761,761,755,-2170,-11,-28,-21,-429,20,668,661,756,0,1013,1006,0,0,1,283.17,279.06,0.11,0.2,25.1,33.04,22.71,21.75,18.41,16.96,2.27,3.68,154.92,159.42,209.75,-203.59,5.84,116.2,954.28,95.03,884.01,14.14,-1.27,1.47,-0.43,-1.09,-1.2,-1.27,-0.76,-0.16,5.56,10.49,9.97,5.22,2.22,-1.82,166.9,1001.27,223.83,-722.11,-9.22,89.08,115.45,1167.4,100.12,1097.68,29.33,-4.25,-1.76,-3.91,-4.58,-3.23,-2.64,-1.31,0.28,9.74,12.42,10.61,4.4,1.31,-13.36,141.59,1206.56,-300,112,13,-52,-31,-77,-10,-51,100,107,-25,6,-4,5,-31
MI391,0,0,2,62312,157,678,571,-14,0,737,44,0,294,1656,3999,6236,7501,6924,4924,2534,1349,152,0,677,112,1,901,756,756,756,742,-2362,-17,-135,-14,-490,-59,462,625,743,0,1013,1007,0,0,3,283.17,277.87,0.11,0.19,23.8,30.5,20.19,20.81,16.6,14.97,2.12,3.42,154.72,160.47,210.52,-236.42,5.23,114.98,935.87,93.32,834.83,14.33,-1.59,1.21,-0.69,-1.29,-1.49,-1.43,-0.84,-0.23,4.78,10.08,9.79,5.01,2,-2.54,160.52,960.44,221.89,-777.84,-9.05,90.87,116.73,1183.64,101.25,1109.9,29.09,-4.67,-1.92,-4.53,-4.95,-3.71,-2.84,-1.46,0.47,10.06,12.35,10.62,4.33,1.14,-14.01,144.28,1224.63,-121,136,128,-92,-13,-147,3,-70,119,-111,11,10,58,-45,29
MI313,0,0,4,61485,72,779,612,82,0,686,44,0,278,1552,3831,6103,7404,6794,4779,2409,1267,151,0,266,170,0,1230,946,973,1029,899,-2718,4,-330,6,-992,-64,468,541,887,0,998,1003,0,0,4,283.11,279.22,0.11,0.18,28.04,36.09,24.27,24.75,19.56,18.32,2.49,4.17,153.87,159.56,199.79,-161.21,5.3,118.84,994.23,97.82,917.45,13.91,-1.02,1.59,-0.19,-0.89,-0.94,-1,-0.61,-0.15,5.16,10.28,10.02,5.4,2.42,-1.85,167.81,1039.02,220.96,-640.67,-11.39,93.68,118.41,1182.34,102.28,1119.28,29.56,-3.77,-1.78,-4.48,-4.23,-3.07,-2.29,-1.12,0.62,10.39,12.35,10.51,4.35,1.45,-12.98,144.01,1215.8,-531,-8,-14,-80,-24,104,13,-35,8,22,-81,-41,39,69,-9
